Data;Valor
2012/03/01;411.65
2012/04/01;420.34
2012/05/01;433.48
2012/06/01;436.05
2012/07/01;435.9
2012/08/01;435.29
2012/09/01;435.44
2012/10/01;436.92
2012/11/01;437.52
2012/12/01;435.87
2013/01/01;436.33
2013/02/01;446.35
2013/03/01;446
2013/04/01;454.42
2013/05/01;407.84
2013/06/01;479.76
2013/07/01;416.26
2013/08/01;417.24
2013/09/01;417.54
2013/10/01;417.04
2013/11/01;417.02
2013/12/01;426.38
2014/01/01;426.57
2014/02/01;426.33
2014/03/01;426.1
2014/04/01;426.1
2014/05/01;447.25
2014/06/01;452.41
2014/07/01;453.22
2014/08/01;454.07
2014/09/01;454.64
2014/10/01;452.95
2014/11/01;453.3
2014/12/01;460.98
2015/01/01;461.1
2015/02/01;461.37
2015/03/01;461.32
2015/04/01;461.36
2015/05/01;483.97
2015/06/01;489.55
2015/07/01;489.6
2015/08/01;490.54
2015/09/01;490.72
2015/10/01;490.42
2015/11/01;491.21
2015/12/01;491.21
2016/01/01;493.47
2016/02/01;493.86
2016/03/01;506.34
2016/04/01;506.4
2016/05/01;524.79
2016/06/01;539.05
2016/07/01;539.18
2016/08/01;539.86

